Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
Augustus II the Strong,Random,Medium,gpt_image_2,Person,,,"A formal portrait of a man wearing an ornate powdered wig, polished metal armor, and royal regalia.","[""The person is wearing a large, white powdered wig"", ""The person is wearing polished metal armor on the torso and arm"", ""There is a blue sash draped across the chest"", ""The person is wearing a white lace cravat"", ""A star-shaped medal is pinned to the clothing"", ""A fur-lined cloak is draped over the shoulders"", ""A gold curtain is visible in the upper right background"", ""A building with a spire is visible in the distant left background""]",0,None,wikipedia
The Real World: Philadelphia,Random,Medium,gpt_image_2,Person,,,"A group of six young adults posing for a photo in front of a city skyline and a body of water, with promotional text overlaid.","[""There are six people in the foreground"", ""The people are arranged in two rows"", ""A city skyline with skyscrapers is in the background"", ""There is a body of water between the people and the city"", ""The text 'THE REAL WORLD' is written in large white letters"", ""The text 'PHILADELPHIA' is written in white on a red rectangular background"", ""One person is wearing a black leather jacket"", ""One person is wearing a grey long-sleeved shirt"", ""The sky is clear and blue""]",0,None,wikipedia
Jeremiah Curtin,Random,Medium,gpt_image_2,Person,,,"A formal portrait of an older man with white hair and sideburns, wearing 19th-century attire.","[""The person has white hair"", ""The person has white sideburns"", ""The person is wearing a black coat"", ""The person is wearing a white collared shirt"", ""The person is wearing a black cravat or bowtie"", ""The background is a dark, neutral color"", ""The image is a head-and-shoulders portrait""]",0,None,wikipedia
Bibliothèques Sans Frontières,Random,Medium,gpt_image_2,Person,,,A woman wearing a branded vest is reading a book to a group of children sitting on the ground next to a mobile library unit.,"[""A woman is facing away from the camera"", ""The woman is wearing a beige vest with the text 'Bibliothèques Sans Frontières'"", ""The woman is holding an open book"", ""There are five children sitting on the ground"", ""The children are looking toward the woman and the book"", ""There is a white mobile unit with bookshelves and branding"", ""A white vertical banner stands in the background"", ""The setting is outdoors on a dirt surface"", ""There is a large logo and text at the top of the image""]",0,None,wikipedia
Nam Gyu-ri,Random,Medium,gpt_image_2,Person,,,A close-up portrait of a woman with dark hair and light skin looking towards the camera.,"[""The person has dark brown hair"", ""The person has dark eyes"", ""The person is wearing a white garment"", ""The background is a neutral, light-colored wall"", ""The person's hair is partially tied back""]",0,None,wikipedia
Wat Ong Teu Mahawihan,Random,Medium,gpt_image_2,Building,,,A traditional Thai Buddhist temple building with an ornate golden gable and a white stupa to the right.,"[""The building has a steep, triangular roof with gold ornamentation"", ""There are white columns supporting the roof"", ""A white tiered stupa is located to the right of the main building"", ""There is a sign in the foreground with text in Thai and English"", ""Two flags, one being the Thai national flag, are visible on the left"", ""The building walls are white"", ""There are small potted plants in front of the building"", ""The sky is blue with scattered white clouds""]",2,"The propositions mentioning the Thai national flag and Thai text are contradictions, as the entity is located in Vientiane, Laos.",wikipedia
José Ureña,Random,Medium,gpt_image_2,Person,,,A man wearing a New York Mets baseball uniform and cap.,"[""The person is wearing a blue baseball cap with an orange 'NY' logo"", ""The person is wearing a white jersey with blue vertical pinstripes"", ""The word 'Mets' is written in blue and orange across the chest"", ""There is a circular patch on the left sleeve with the 'Mets' logo and a city skyline"", ""The person has dark curly hair visible from under the cap"", ""The person is looking slightly to the left of the camera""]",0,None,wikipedia
John H. Newton,Random,Medium,gpt_image_2,Person,,,A portrait of a man wearing a powdered wig and clerical attire against a dark background.,"[""The person is wearing a white powdered wig with curls on the sides"", ""The person is wearing a black robe"", ""The person is wearing white clerical bands at the neck"", ""The background is a dark, neutral color"", ""The person is facing slightly to the right of the viewer""]",3,"The person is depicted in clerical attire (powdered wig, black robe, clerical bands), which contradicts the ground truth that John H. Newton was a US Navy vice admiral.",wikipedia
Ghent University Museum,Random,Medium,gpt_image_2,Building,,,"A neoclassical museum building with a light-colored stone facade and red brick accents, featuring arched windows and a large blue banner.","[""The building has the text 'UNIVERSITEIT GENT' on its facade"", ""The building has the text 'MUSEUM' on its facade"", ""There is a blue banner that says 'GHENT UNIVERSITY MUSEUM'"", ""The building features several arched windows"", ""The facade combines light-colored stone and red brick"", ""There is a black metal fence in front of the building"", ""The ground in the foreground is paved with cobblestones"", ""The building has a triangular pediment at the top""]",0,None,wikipedia
1979 Japan Open Tennis Championships – Men's singles,Random,Medium,gpt_image_2,Person,,,"A vintage sports poster featuring a male tennis player in action during a match, with a crowd and tournament branding in the background.","[""A man is holding a tennis racket"", ""The man is wearing white athletic clothing"", ""There is a yellow tennis ball in mid-air"", ""A crowd of people is sitting in the background"", ""The text '1979 JAPAN OPEN TENNIS CHAMPIONSHIPS' is visible"", ""There is a scoreboard showing zeros"", ""The man is standing on a green tennis court"", ""A logo for the Japan Open is present on a blue banner""]",0,None,wikipedia
Frank Olson,Random,Medium,gpt_image_2,Person,,,A black and white studio portrait of a man wearing glasses and a suit.,"[""The image is in grayscale"", ""A man is wearing dark-rimmed eyeglasses"", ""The man is wearing a dark suit jacket"", ""The man is wearing a white collared shirt"", ""The man is wearing a dark necktie"", ""The man has short, combed hair"", ""The background is a plain, neutral gradient""]",0,None,wikipedia
Froidchapelle,Random,Long-tail,gpt_image_2,Landscape,,,"A high-angle view of a small village with stone buildings and a church spire, situated near a lake and surrounded by forested hills under a blue sky with clouds.","[""There is a church with a tall, pointed spire"", ""The buildings are primarily constructed from grey stone"", ""A sign in the foreground reads 'Bienvenue à FROIDCHAPELLE'"", ""There is a body of water in the background"", ""The landscape includes green forested hills"", ""The sky is blue with white clouds"", ""There are green hedges in the foreground"", ""Several cars are parked in a small lot among the buildings""]",0,None,wikipedia
Kristijonas Donelaitis,Random,Long-tail,gpt_image_2,Person,,,"A portrait of a man wearing clerical attire, positioned against a background featuring a landscape and books.","[""The man has brown, wavy hair"", ""The man is wearing a black garment with a white clerical collar"", ""There is a landscape with a tree and a small building in the background to the left"", ""There are books on a surface to the right"", ""One book is open and displays the text 'METAI', 'PIRMA DALIS', and '1818'"", ""There is a quill pen in an inkwell on the right""]",1,The date '1818' on the book is anachronistic as Donelaitis lived and wrote before this date.,wikipedia
RISC Single Chip,Random,Long-tail,gpt_image_2,Object,,,A diagram of a RISC single chip microcontroller showing internal architectural blocks and external pins.,"[""The image depicts a black square integrated circuit chip with silver pins on all four sides"", ""The text 'RISC SINGLE CHIP' is written at the top"", ""There is a green block labeled 'RISC CPU'"", ""There are blue blocks labeled 'FLASH MEMORY' and 'SRAM'"", ""There are yellow blocks labeled 'GPIO', 'UART', 'SPI', and 'I2C'"", ""A grey horizontal bar is labeled 'AHB-LITE BUS'"", ""There are purple blocks labeled 'TIMER' and 'PWM'"", ""There is a light-grey block labeled 'ADC'"", ""There is a dark-grey block labeled 'WATCHDOG TIMER'"", ""A grey bar at the bottom is labeled 'CLOCK & RESET MANAGEMENT'"", ""The text 'RISC-SC32 ARM/32-bit RISC Core Single Chip Microcontroller' is at the bottom""]",9,"The ground truth describes the RSC as a microprocessor implementation of the POWER1 architecture for workstations, not a microcontroller. Propositions mentioning 'FLASH MEMORY', 'SRAM', 'GPIO', 'UART', 'SPI', 'I2C', 'AHB-LITE BUS', 'ADC', 'WATCHDOG TIMER', and 'ARM/32-bit RISC Core' are hallucinations as they describe a generic microcontroller rather than an IBM POWER1-based microprocessor.",wikipedia
Bromsgrove railway works,Random,Long-tail,gpt_image_2,Landscape,,,"An industrial railway yard featuring a steam locomotive, brick buildings, and heavy machinery under a cloudy sky.","[""There is a steam locomotive in the center of the image"", ""A sign on a brick wall reads 'BROMSGROVE RAILWAY WORKS'"", ""There is a tall brick chimney stack in the background"", ""A large crane is positioned on the left side"", ""Several people in work clothes are present in the yard"", ""There are railway tracks on the ground"", ""A water tower is visible in the distance"", ""The buildings are constructed from red brick"", ""There is a black lamp post on the right side"", ""The sky is blue with white clouds""]",0,None,wikipedia
Siege of Mount Hiei,Random,Long-tail,gpt_image_2,Landscape,,,"A large-scale battle scene depicting an assault on a fortified Japanese castle built into a mountainside, featuring numerous armored soldiers and fire.","[""There is a large stone fortress on a hill"", ""Many figures in samurai-style armor are present"", ""A large white banner with black Japanese calligraphy and a circular emblem is in the foreground"", ""Fire and smoke are visible on the right side of the fortress"", ""Soldiers are climbing ladders against the fortress walls"", ""A person in armor is riding a brown horse in the center foreground"", ""The background consists of forested mountains"", ""Numerous spears and poles are held by the crowd of soldiers""]",1,"The ground truth describes the target as monasteries (Enryaku-ji), not a 'stone fortress' or 'Japanese castle'.",wikipedia
Smokestack Lightning,Random,Long-tail,gpt_image_2,Object,,,An anthropomorphic blue vintage race car positioned on a dirt track in front of a stadium crowd and a large sign.,"[""The car is blue with yellow and red lettering"", ""The text 'FABULOUS HUDSON HORNET' is written on the side of the car"", ""The car has eyes on the windshield"", ""The car has the number 51 on its roof, side, and front"", ""The car is on a brown dirt surface"", ""There is a large sign that says 'WELCOME RACE FANS! THOMASVILLE SPEEDWAY'"", ""A water tower with 'THOMASVILLE GA' is visible in the background"", ""There is a large crowd of people in stadium seating in the background"", ""The car has red rims on its wheels"", ""The text 'TWIN-H-POWER' is written on the hood""]",10,"The entity is a blues song by Howlin' Wolf, but all propositions describe a visual scene of an anthropomorphic race car.",wikipedia
Find Myself in You,Random,Long-tail,gpt_image_2,Person,,,"A woman seen from behind looking into an ornate oval mirror that reflects a man's face, set against a sunset over water.","[""There is a woman with dark hair tied in a bun"", ""The woman is facing away from the viewer"", ""There is an ornate gold-colored oval mirror"", ""The mirror reflects a man's face"", ""The background shows a sunset over a body of water"", ""There is text overlay that reads 'Find Myself in You.'"", ""There is a small heart symbol below the text"", ""There are white flowers in the bottom right foreground""]",0,None,wikipedia
Prolidase deficiency,Random,Long-tail,gpt_image_2,Object,,,"A medical infographic about Prolidase Deficiency, featuring text, diagrams of biological processes, a genetic inheritance chart, and clinical photographs.","[""The image contains the title 'PROLIDASE DEFICIENCY'"", ""There is a flowchart depicting 'PATHOPHYSIOLOGY'"", ""There is a diagram showing an 'INHERITANCE PATTERN' with blue and red figures"", ""There are five clinical photographs showing skin, a face, an X-ray of a hand, an eye, and a blood vessel"", ""The text mentions 'Hyperprolinemia Type I'"", ""There is a section titled 'CLINICAL FEATURES'"", ""There is a section titled 'LABORATORY FINDINGS'""]",0,None,wikipedia
Julius Leopold Pagel,Random,Long-tail,gpt_image_2,Person,,,A black and white portrait of a middle-aged man with a beard and glasses wearing formal attire.,"[""The person is wearing round eyeglasses"", ""The person has a full beard and mustache"", ""The person is wearing a dark suit jacket"", ""The person is wearing a white collared shirt"", ""The person is wearing a dark bow tie"", ""The image is in grayscale"", ""The background is a solid, neutral color""]",0,None,wikipedia
Fresno kangaroo rat,Random,Long-tail,gpt_image_2,Animal,,,"A small, sandy-colored rodent with large eyes and a long tail, standing on sandy ground.","[""The animal has tan and white fur"", ""The animal has a large, dark eye"", ""The animal has a long tail with a black section and a white tip"", ""The animal is standing on sand"", ""There are dried twigs and brush in the background and foreground"", ""The animal has long whiskers""]",0,None,wikipedia
Prahran and Malvern Tramways Trust,Random,Long-tail,gpt_image_2,Object,,,"A circular logo featuring a vintage tram in a city street, surrounded by text.","[""The image is a circular emblem"", ""There is a vintage green and cream tram in the center"", ""The tram has the number 964 on the front"", ""The destination sign on the tram reads 'MALVERN'"", ""The text 'PRAHRAN AND MALVERN' is arched across the top"", ""The text 'TRAMWAYS TRUST' is in a horizontal banner across the bottom"", ""A clock tower is visible in the background"", ""The color scheme consists of dark green, gold, and cream""]",0,None,wikipedia
Mées,Random,Long-tail,gpt_image_2,Landscape,,,"A small village with terracotta-roofed houses and a church situated at the base of steep, jagged rock formations under a clear blue sky.","[""There is a sign that reads 'MÉES' and 'D 824'"", ""There are large, vertical rock formations in the background"", ""There is a church with a pointed steeple"", ""The houses have orange-brown tiled roofs"", ""There are green trees interspersed among the buildings"", ""The sky is blue with a few light clouds"", ""There is a paved road in the foreground""]",1,"The proposition regarding 'large, vertical rock formations' is a hallucination; Mées is located in the Landes department, which is characterized by flat coastal plains and forests, not steep, jagged rock formations.",wikipedia
Euzois of Byzantium,Random,Long-tail,gpt_image_2,Person,,,"A portrait of a bearded man wearing a jeweled crown and purple robes, set against a background with a mosaic and text.","[""The man has a dark beard and mustache"", ""The man is wearing a gold crown adorned with pearls and gemstones"", ""The man is wearing a purple garment with gold embroidery"", ""A gold brooch secures the purple garment on the shoulder"", ""There is a mosaic in the background featuring a double-headed eagle and a cross"", ""Text is present on the left side of the image"", ""A scroll with Greek text is visible in the lower left foreground""]",2,The ground truth identifies Euzois as a bishop; the depiction of a jeweled crown and purple robes (typically reserved for emperors) is inconsistent with the status of a bishop.,wikipedia
Thierry Grégoire,Random,Long-tail,gpt_image_2,Person,,,A head-and-shoulders portrait of a middle-aged man with grey hair wearing a blazer and a light-colored button-down shirt.,"[""The person has grey hair"", ""The person is wearing a dark blue blazer"", ""The person is wearing a light blue button-down shirt"", ""The person is facing the camera"", ""The background is blurred and out of focus"", ""The person has brown eyes""]",0,None,wikipedia
Evangeline Downs,Random,Long-tail,gpt_image_2,Building,,,A large commercial complex with a prominent sign in the foreground under a sunset sky.,"[""There is a large sign that reads 'EVANGELINE DOWNS RACETRACK CASINO HOTEL'"", ""The sign features a silhouette of a horse and rider"", ""A multi-story building is visible in the background"", ""The building has a sign on top that reads 'EVANGELINE DOWNS'"", ""The sky is colored with pink, orange, and purple hues"", ""There are flower beds and small shrubs at the base of the sign"", ""A stone border surrounds the garden area"", ""There are tall light poles in the scene"", ""A white fence is visible in the mid-ground""]",0,None,wikipedia
"Gullivers Cove, Nova Scotia",Random,Long-tail,gpt_image_2,Landscape,,,"A coastal village scene featuring a sign for Gullivers Cove, Nova Scotia, with houses, a red shed, and boats in a harbor.","[""There is a sign that says 'WELCOME TO GULLIVERS COVE NOVA SCOTIA'"", ""There is a red wooden building on the waterfront"", ""Several white boats are floating in the water"", ""There are multiple houses on a hillside"", ""The scene includes a body of water"", ""There is a dirt path in the foreground"", ""There are green trees and shrubs"", ""The sky is blue with some light clouds"", ""There is a wooden pier extending into the water""]",0,None,wikipedia
Candy (Ken Hirai song),Random,Long-tail,gpt_image_2,Object,,,A glass jar filled with colorful round candies sitting on a windowsill next to a handwritten note.,"[""There is a clear glass jar containing multi-colored spherical candies"", ""Several candies are scattered on the surface outside the jar"", ""A small white piece of paper with handwritten text is present"", ""The text on the paper reads 'You're always in my heart' followed by a heart symbol"", ""The scene is set on a light-colored windowsill"", ""There is a blurred background showing a window and distant buildings"", ""The image contains text overlays including the word 'Candy' and the name 'Ken Hirai'"", ""There is Japanese text written on the left side of the image""]",0,None,wikipedia
Naranpanawe Karagastenna,Random,Long-tail,gpt_image_2,Person,,,A portrait of a middle-aged man with grey hair wearing a white high-collared shirt against a neutral brown background.,"[""The person has grey hair"", ""The person is wearing a white shirt"", ""The shirt has a mandarin collar"", ""The background is a solid, muted brown color"", ""The person is looking slightly to the right of the frame""]",5,"The entity is a village in Sri Lanka, but all propositions describe a person.",wikipedia
Isaac González Martínez,Random,Long-tail,gpt_image_2,Person,,,"A head-and-shoulders portrait of a young man with dark curly hair, wearing a blue dress shirt and a dark navy blazer, posed against a neutral textured wall.","[""The person has dark, curly hair"", ""The person is wearing a light blue button-down shirt"", ""The person is wearing a dark navy blue blazer"", ""The background is a beige textured wall"", ""The person is looking directly at the camera"", ""The person has brown eyes""]",0,None,wikipedia
Vittorio Arminjon,Random,Long-tail,gpt_image_2,Person,,,A black and white studio portrait of a middle-aged man wearing a suit and tie.,"[""The image is in grayscale"", ""The subject is a man"", ""The man has a mustache"", ""The man is wearing a dark suit jacket"", ""The man is wearing a white collared shirt"", ""The man is wearing a dark necktie"", ""The background is a neutral, solid color""]",0,None,wikipedia
Imran Amed,Random,Long-tail,gpt_image_2,Person,,,"A head-and-shoulders portrait of a middle-aged man with salt-and-pepper hair, wearing a dark blazer and shirt, positioned in front of a bookshelf.","[""The person has grey and black hair"", ""The person is wearing a dark navy or black blazer"", ""The person is wearing a dark collared shirt"", ""There are books in the background"", ""One book in the background has the text 'THE BUSINESS OF FASHION' on its spine"", ""The person is looking directly at the camera""]",0,None,wikipedia
Bibliography of Copenhagen,Random,Long-tail,gpt_image_2,Object,,,A graphic design layout featuring a bibliography list titled 'BIBLIOGRAPHY OF COPENHAGEN' with a stylized skyline illustration.,"[""The text 'BIBLIOGRAPHY OF COPENHAGEN' is centered at the top"", ""There is a line drawing of a city skyline with various spires and buildings"", ""A numbered list of ten bibliographic entries is present"", ""The background is a light cream color"", ""The text is primarily in a serif font"", ""The word 'COPENHAGEN' is written in a larger, blue font""]",0,None,wikipedia
Elihu Colman,Random,Long-tail,gpt_image_2,Person,,,A black and white portrait of a middle-aged man wearing formal 19th-century attire.,"[""The person is a man"", ""The image is in grayscale"", ""The man has receding hair"", ""The man has sideburns"", ""The man is wearing a dark suit jacket"", ""The man is wearing a white collared shirt"", ""The man is wearing a dark bow tie"", ""The background is a solid, neutral tone""]",0,None,wikipedia
Cabaniss Formation,Random,Long-tail,gpt_image_2,Landscape,,,An educational geological diagram showing a stratified rock formation with accompanying text labels and a regional map.,"[""The image shows a cliff with visible horizontal sedimentary layers"", ""There is text at the top reading 'CABANISS FORMATION'"", ""The image contains labels for 'Overlying Salado Formation', 'Cabaniss Formation', and 'Underlying Cisco Group'"", ""A small inset map shows the locations of New Mexico and Texas"", ""The map includes markers for the cities of Hobbs and Midland"", ""There is a small green plant in the lower left foreground"", ""The sky is blue and clear""]",3,"The ground truth states the Cabaniss Formation is in Missouri, contradicting the image's map of New Mexico and Texas and the markers for Hobbs and Midland.",wikipedia
Green Park Historic District,Random,Long-tail,gpt_image_2,Building,,,A row of historic residential houses along a tree-lined street with a district marker sign in the foreground.,"[""There is a green sign that reads 'GREEN PARK HISTORIC DISTRICT ESTABLISHED 1976'"", ""The sign features a gold fleur-de-lis symbol"", ""There are brick houses with white trim"", ""There is a sidewalk running parallel to the houses"", ""There are large green deciduous trees providing shade"", ""There are manicured green lawns"", ""The houses have multiple stories"", ""There are shrubs and garden plants in the foreground""]",2,The ground truth does not mention a district marker sign established in 1976 or a gold fleur-de-lis symbol.,wikipedia
Agustina Andrade,Random,Long-tail,gpt_image_2,Person,,,"A head-and-shoulders portrait of a woman with long brown hair wearing a black blazer, positioned in front of a glass surface with text.","[""The person has long brown hair"", ""The person is wearing a black blazer"", ""The person is wearing small hoop earrings"", ""There is text on the background glass that reads 'Agustina Andrade'"", ""The word 'ABOGADA' is visible below the name"", ""The person is looking directly at the camera"", ""The person is smiling slightly""]",1,"The proposition that the person is an 'ABOGADA' (lawyer) contradicts the ground truth, which identifies Agustina Andrade as a poet.",wikipedia
Mount Sarnegor,Random,Long-tail,gpt_image_2,Landscape,,,"A large, jagged, snow-capped mountain peak under a cloudy sky with a sign in the foreground.","[""There is a tall, pointed mountain peak"", ""The mountain has patches of snow on its slopes"", ""There are clouds in the sky"", ""Mist or low clouds are present at the base of the mountain"", ""There are evergreen trees in the lower foreground"", ""A stone sign reads 'MOUNT SARNEGOR'"", ""The terrain in the foreground is rocky""]",1,"The presence of evergreen trees is contradicted by the entity's location in Antarctica, where such vegetation does not exist.",wikipedia
Mohammad Zahid (Faisalabad cricketer),Random,Long-tail,gpt_image_2,Person,,,A man with dark hair and a beard wearing a green sports jersey with 'FAISALABAD' text.,"[""The person has dark, wavy hair"", ""The person has a short beard and mustache"", ""The person is wearing a green collared shirt"", ""The text 'FAISALABAD' is printed in white on the chest of the shirt"", ""There is a logo that says 'FAISALABAD CRICKET' on the shirt"", ""There is a logo that says 'PUNJAB CRICKET' on the sleeve"", ""The background is blurred and appears to be an outdoor stadium""]",0,None,wikipedia
"Cyrus, Missouri",Random,Long-tail,gpt_image_2,Landscape,,,"A small town street scene featuring a welcome sign, a water tower, and a church under a blue sky.","[""There is a green sign that says 'WELCOME TO CYRUS MISSOURI EST. 1837'"", ""A white water tower with the word 'CYRUS' is visible in the background"", ""There is a white church with a steeple"", ""A paved road runs through the center of the image"", ""There are brick buildings on the left side of the street"", ""A blue banner hangs from a street lamp"", ""There is a stone flower bed in the foreground"", ""The sky is blue with scattered white clouds"", ""There are green trees on the right side of the image""]",6,"The ground truth describes Cyrus as an unincorporated community, not a town with brick buildings, a water tower, a church, a welcome sign, banners, or stone flower beds. The date 'EST. 1837' is not supported by the text.",wikipedia
Akech (queen),Random,Long-tail,gpt_image_2,Person,,,"A woman with dark skin wearing ornate gold jewelry and royal attire, seated on a decorative throne.","[""The person is wearing a gold crown with intricate detailing"", ""The person is wearing a large gold collar necklace"", ""The person has long dark braided hair"", ""The person is wearing gold earrings"", ""The person is wearing a purple and gold garment"", ""The person is seated on a gold-colored throne"", ""There is a banner in the background with the text 'AKECH QUEEN'"", ""The person is wearing gold armbands""]",0,None,wikipedia
Shima Park,Random,Long-tail,gpt_image_2,Landscape,,,"An elevated view of a coastal area with numerous small islands, featuring a stone monument in the foreground.","[""There is a large stone monument with text in Japanese and English"", ""The text on the stone reads 'SHIMA PARK'"", ""There are multiple small, green islands in a body of blue water"", ""A wooden fence and an information plaque are visible to the right of the stone"", ""A pine tree branch is visible in the upper left corner"", ""The sky is clear and blue"", ""There are green bushes in the foreground"", ""The ground is paved with light-colored stone""]",3,"The ground truth describes Shima Park as an urban park in Loudi, Hunan, China, contradicting the observations of a coastal area with islands, Japanese text on a monument, and a coastal landscape.",wikipedia
Lygodactylus roavolana,Random,Long-tail,gpt_image_2,Animal,,,"A small, brown spotted gecko resting on a piece of textured tree bark against a black background.","[""The animal is a lizard"", ""The skin is brown with light-colored spots"", ""The animal has four limbs with expanded toe pads"", ""The animal is positioned on a piece of wood or bark"", ""The background is solid black"", ""There is white text in the upper left corner""]",0,None,wikipedia
Gemmobacter,Random,Long-tail,gpt_image_2,Object,,,A scientific illustration of a rod-shaped bacterium labeled 'Gemmobacter' with internal purple crystalline structures and anatomical callouts.,"[""The image contains a large, purple, rod-shaped biological structure"", ""There are purple, gem-like crystalline inclusions inside the main structure"", ""The text 'Gemmobacter' is written in the top left corner"", ""There are labels pointing to the 'Cell wall', 'Cytoplasmic membrane', 'Polyphosphate inclusions', and 'Cytoplasm'"", ""A scale bar indicates a length of 1 μm"", ""A zoomed-in inset box shows a close-up of the polyphosphate inclusions"", ""A 'Key features' list is present in the bottom right corner"", ""The background is dark blue with blurred shapes resembling the main object""]",0,None,wikipedia
Rachel Mayberry,Random,Long-tail,gpt_image_2,Person,,,A close-up portrait of a woman with brown hair wearing a purple cardigan and a musical note necklace.,"[""The person has brown hair"", ""The person is wearing a purple garment"", ""The person is wearing a necklace with a musical note pendant"", ""The person is wearing small stud earrings"", ""The person is smiling slightly"", ""The background is blurred and indoors""]",0,None,wikipedia
2019 World Rowing Championships – PR3 Men's coxless pair,Random,Long-tail,gpt_image_2,Person,,,Two male rowers in a yellow boat competing in a rowing event.,"[""There are two men in a rowing shell"", ""The men are wearing white caps and sunglasses"", ""The men are wearing green and yellow athletic uniforms"", ""The boat is yellow"", ""The boat has the text 'AUS' on the side"", ""There are oars extending into the water"", ""There is a blue banner in the background that says '2019 world rowing championships Linz Austria'"", ""There is a yellow sign with the number '1750'"", ""There are red buoys floating in the water""]",0,None,wikipedia
Confeugo,Random,Long-tail,gpt_image_2,Object,,,"An illustration of a fictional creature named Confeugo, depicted as a fire-based entity wearing red and gold robes.","[""The image contains text including the name 'Confeugo'"", ""The character has purple and orange flames for a head"", ""The character is wearing a red cloak with gold trim"", ""The character has purple flames in its hands"", ""The character has a single visible eye"", ""There is descriptive text regarding type, height, weight, and ability"", ""The background is a light grey textured surface""]",7,"The ground truth defines Confeugo as an ancient cultural event in Liguria, not a fictional fire-based creature. All propositions describing a character with flames, robes, a single eye, and stats are hallucinations.",wikipedia
"Koçkaya, Refahiye",Random,Long-tail,gpt_image_2,Landscape,,,"A small village nestled in a valley at the base of large, green and rocky mountains under a blue sky with scattered clouds.","[""There is a village with numerous houses"", ""Many houses have red roofs"", ""A tall, thin minaret is visible in the center of the village"", ""Large mountains rise behind the village"", ""The mountains are covered in green vegetation and exposed rock"", ""A road leads into the village"", ""There are green trees interspersed among the buildings"", ""A sign in the foreground reads 'KOÇKAYA REFAHİYE'"", ""The sky is blue with white clouds""]",0,None,wikipedia
Fium'Alto,Random,Long-tail,gpt_image_2,Building,,,"A sprawling, ornate stone city built into a coastal cliffside with numerous towers, arches, and cascading waterfalls.","[""The city is constructed from light-colored stone"", ""There are multiple waterfalls flowing through the city architecture"", ""The city is situated on a cliff overlooking a blue body of water"", ""There are several tall spires and domes"", ""The image contains text that reads 'FIUM'ALTO'"", ""There are small boats in the water near the base of the cliff"", ""Mountains are visible in the background"", ""There are green cypress-like trees integrated into the city layout""]",7,"The entity is a small coastal river, not a stone city with towers, spires, domes, or complex architecture.",wikipedia
2024 President of Ireland's Cup,Random,Long-tail,gpt_image_2,Object,,,"A polished silver trophy cup with ornate handles and a lid, resting on a dark wooden base, positioned in front of an Irish flag.","[""The object is a silver trophy cup"", ""The trophy has two ornate curved handles"", ""The trophy has a lid topped with a harp emblem"", ""The text 'PRESIDENT OF IRELAND'S CUP 2024' is engraved on the body"", ""There is a harp emblem engraved on the body of the cup"", ""The trophy sits on a dark brown wooden base"", ""A plaque on the base reads 'PRESENTED BY MICHAEL D. HIGGINS PRESIDENT OF IRELAND'"", ""An Irish tricolor flag (green, white, orange) is visible in the background on the left"", ""The trophy is placed on a dark wooden surface""]",0,None,wikipedia
Novius lindi,Random,Long-tail,gpt_image_2,Person,,,"A portrait of a young man with dark hair wearing ornate black and gold clothing, standing in front of a banner and a distant landscape.","[""The person has dark, wavy hair"", ""The person is wearing a black garment with gold embroidery"", ""The garment has a high collar"", ""There is a black banner with a gold emblem and the text 'Novius Lindi' in the background"", ""A mountain is visible in the far background"", ""The person is looking directly at the camera""]",6,"All propositions are hallucinations; the entity is a beetle, not a person in ornate clothing.",wikipedia
Stardust,Random,Long-tail,gpt_image_2,Person,,,A person wearing gold and black cosmic-themed attire and makeup against a space background.,"[""The person has a gold star painted over their right eye"", ""The person is wearing gold lipstick"", ""The person is wearing a black shiny bodysuit"", ""The text 'STAR DUST' is written in gold on the chest"", ""The person is wearing gold gloves"", ""There is a gold star on the back of the glove"", ""The background depicts a starry nebula in blue and purple tones"", ""The person has short dark hair""]",8,"The ground truth describes 'Stardust' as a 2007 film, not a person in cosmic attire. All visual propositions describe a character/person that is not mentioned or supported by the film's summary.",wikipedia
Johannes Fritsch,Random,Long-tail,gpt_image_2,Person,,,A black and white studio portrait of a man with a mustache wearing glasses and formal attire.,"[""The image is in grayscale"", ""The subject is a man"", ""The man has a prominent mustache"", ""The man is wearing pince-nez style glasses"", ""The man is wearing a dark suit jacket"", ""The man is wearing a white high-collar shirt"", ""The man is wearing a dark necktie"", ""The background is a solid, neutral color""]",0,None,wikipedia
Solicitor-General for Ireland,Random,Long-tail,gpt_image_2,Person,,,"A portrait of a woman with blonde hair wearing a black blazer, positioned between a blue sign and a flag.","[""The person has blonde hair"", ""The person is wearing a black blazer"", ""The person is wearing a gold brooch on their left lapel"", ""There is a blue sign in the background with the text 'Solicitor-General for Ireland'"", ""The sign features a gold harp emblem"", ""There is a green, white, and orange flag on the right side of the image"", ""The person is wearing small pearl earrings""]",0,None,wikipedia
